lang,author,period,year,title,n_tokens,n_types,zm_alpha,zm_c,n_nodes,n_edges,avg_degree,avg_clustering,density,ipi_mean,ipi_median,weibull_disc_alpha,weibull_disc_beta,weibull_disc_loglik,weibull_cont_c,weibull_cont_scale,weibull_cont_ks_stat,weibull_cont_ks_p,pct_dot,pct_comma,pct_semicol,pct_colon,pct_question,pct_excl
nl,couperus,early,1889,Eline_Vere,221023,14422,1.1718621380001124,-1.2821226813123496,14422,81113,11.24850922202191,0.5855262170166617,0.0007800089606838577,4.75829186316146,4.0,1.279607462350541,5.655146501668104,-100578.64541974239,1.5324388499046377,6.142744058217313,0.06659632556773204,2.4910433885789844e-128,6.754048221225845,8.290992340163692,0.5203078412653886,0.22124394293806526,0.6266316175239681,0.9523895703162114
nl,couperus,middle,1900,Langs_lijnen,97700,9130,1.2136381508690857,0.885592304619465,9130,41434,9.07645125958379,0.5690571936811403,0.0009942437572115007,4.601261467889908,4.0,1.3579648851805006,5.545494712740705,-44847.66325572952,1.6484824297600649,5.982663842293725,0.08077080954331084,6.3714502431847615e-86,7.89252814738997,8.100307062436029,0.37666325486182195,0.5404298874104401,0.6223132036847492,0.3193449334698055
nl,couperus,late,1917,De_komedianten,118877,11184,1.0928836572536154,-3.624039806627316,11184,50650,9.05758226037196,0.5627339720162129,0.0008099420781876026,3.2335446644821197,2.0,0.9937433762645069,3.7010326968578475,-64977.09383822515,1.4037962138903892,4.906708773820008,0.10203565826352673,6.481367135598805e-186,11.548911900535847,8.48692345870101,0.6771705207903967,0.6199685389099657,0.9295322055570043,1.356023452812571
