lang,author,period,year,title,variant,rep,n_ipi,alpha,beta,winner,weibull_delta_aic,geometric_delta_aic,nbinom_delta_aic,lognormal_delta_aic
de,fontane,early,1882,L'Adultera,shuffled,20,8226,0.9752594479996994,5.952940122487682,nbinom,0.04953479603136657,5.566641813682509,0.0,1321.053047448484
de,fontane,early,1882,L'Adultera,shuffled,21,8226,0.9828184055957477,5.97363445229644,nbinom,0.4135235457724775,1.9844197053316748,0.0,1395.744282223517
de,fontane,early,1882,L'Adultera,shuffled,22,8226,0.9928865286933525,6.000405141671882,geometric,1.3939566471235594,0.0,1.4302432924014283,1447.8562739620538
de,fontane,early,1882,L'Adultera,shuffled,23,8226,1.0044501495910765,6.031310200111149,geometric,1.7671619353204733,0.0,1.885587489909085,1434.6672866527952
de,fontane,early,1882,L'Adultera,shuffled,24,8226,1.002521778273532,6.025626703919849,geometric,1.9249968039657688,0.0,1.9458802154986188,1482.4937702248208
de,fontane,early,1882,L'Adultera,shuffled,25,8226,0.9825675812429582,5.972057119159961,nbinom,0.04816509151714854,1.7317207135929493,0.0,1414.1148411246613
de,fontane,early,1882,L'Adultera,shuffled,26,8226,0.9916926206008265,5.997063538758793,geometric,1.1876055854154401,0.0,0.3346141137444647,1532.0204405298864
de,fontane,early,1882,L'Adultera,shuffled,27,8226,1.000319548409848,6.018717711512375,geometric,1.9987884551519528,0.0,1.991743016980763,1463.822321357351
de,fontane,early,1882,L'Adultera,shuffled,28,8226,0.9965164639835054,6.011227108925523,geometric,1.8557146394377924,0.0,1.8280800103821093,1461.7819825761253
de,fontane,early,1882,L'Adultera,shuffled,29,8226,0.9902248479686828,5.992708891585349,geometric,0.8638160762857297,0.0,0.2719532128612627,1473.2673278196598
